#assembly_accession	genome_size	thermo_class	IR Counts	IR Density
GCF_023277465.1	2239213	Mesophiles	319	142.46076634960588
GCF_001263205.1	12191466	Mesophiles	440	36.090819594624634
GCF_900474685.1	2762956	Mesophiles	214	77.45327830048687
GCF_001870065.1	3599077	Thermophiles	465	129.19979205779705
GCF_000737325.1	10327335	Mesophiles	1322	128.00979149025378
GCF_013009385.1	4316079	Mesophiles	752	174.23221400720422
GCF_022439485.1	5172927	Mesophiles	667	128.94053985296912
GCF_003590075.1	5706749	Mesophiles	386	67.63921104642941
GCF_024972835.1	4094409	Mesophiles	729	178.0476742797312
GCF_000724525.1	6311385	Mesophiles	633	100.29494318600435
GCF_900116695.1	6593403	Mesophiles	399	60.51503298069297
GCA_004295565.1	4998083	Mesophiles	393	78.63014679828247
GCF_035590735.1	4532929	Mesophiles	638	140.74784758375876
GCF_014843255.1	5550415	Mesophiles	667	120.17119440618404
GCF_001187845.1	3264628	Mesophiles	141	43.19021952884065
GCF_001651805.1	5191608	Mesophiles	467	89.95286238868574
GCA_016616645.1	6466118	Mesophiles	618	95.57511941477097
GCF_000948975.2	7494638	Mesophiles	695	92.73296455412523
GCF_000010265.1	3955303	Mesophiles	594	150.17812794620286
GCF_002355595.1	7814405	Mesophiles	764	97.76816021181395
GCF_002752675.1	7530059	Mesophiles	490	65.0725313042036
GCA_919162555.1	4753394	Mesophiles	974	204.90622069199398
GCF_000022265.1	4304501	Mesophiles	274	63.654300463630975
GCF_022846415.1	3850773	Thermophiles	530	137.63470347382201
GCF_007814115.1	2635789	Mesophiles	319	121.02637957742445
GCF_024347095.1	4557402	Mesophiles	671	147.2330068754084
GCA_002355995.1	2140665	Thermophiles	263	122.85901810885869
GCF_027921545.1	5563098	Mesophiles	575	103.3596747711437
GCF_008831405.1	4126713	Mesophiles	727	176.16926595089117
GCA_028540585.1	3149926	Mesophiles	589	186.98851973030477
GCF_000015745.1	3608012	Thermophiles	448	124.16810143646973
GCF_000195335.1	2269167	Thermophiles	275	121.18984631805415
GCF_017909235.1	4286629	Mesophiles	925	215.78727713548338
GCA_018324625.1	4317481	Mesophiles	695	160.97349357183043
GCF_019974375.1	2352068	Thermophiles	281	119.46933507024457
GCF_012848655.1	1683950	Mesophiles	259	153.80504171739065
GCF_002216125.1	5600741	Mesophiles	1481	264.429296052076
GCF_004208415.1	11340617	Mesophiles	651	57.404284087893984
GCF_029318635.1	3066297	Mesophiles	246	80.22706215347046
GCF_963692985.1	4490751	Mesophiles	469	104.43687481225301
GCF_024507855.1	3762968	Mesophiles	622	165.29505432945484
GCF_014396785.1	2417654	Mesophiles	142	58.7346245575256
GCF_000021265.1	874478	Mesophiles	148	169.2438231722239
GCF_004103555.1	4051556	Mesophiles	722	178.20313973199433
GCF_009911775.1	5171845	Mesophiles	1278	247.10717355218495
GCF_006007905.1	3716092	Mesophiles	628	168.99473963507901
GCF_030060785.1	4087265	Mesophiles	527	128.93707650470424
GCF_020138335.1	3174807	Mesophiles	734	231.19515611500162
GCF_025560665.1	5560418	Mesophiles	465	83.62680647390178
GCF_019329645.1	2754877	Mesophiles	279	101.27493895371735
GCF_000225265.1	5075293	Mesophiles	1274	251.0199903729696
GCF_009650315.1	4746849	Mesophiles	953	200.7647599491789
GCF_009662435.1	4299727	Mesophiles	751	174.66225181273137
GCF_016803835.1	3782236	Mesophiles	608	160.75147082307925
GCF_014844295.1	3221278	Mesophiles	444	137.83349341472547
GCF_015689175.1	6016837	Mesophiles	261	43.3782733353089
GCF_023208015.1	4903256	Mesophiles	1015	207.005304230495
GCF_029625295.1	5095879	Mesophiles	555	108.91153420244083
GCF_000026105.1	5888780	Mesophiles	582	98.83201613916634
GCF_006159205.1	4353683	Mesophiles	314	72.12284403802482
GCF_017909395.1	4060910	Mesophiles	928	228.52020852469028
GCF_013624775.1	5686744	Mesophiles	661	116.23523056427369
GCA_006457285.1	6196868	Mesophiles	1558	251.4173288829131
GCA_028540805.1	3122327	Mesophiles	581	186.0791646742958
GCF_010587385.1	4799333	Mesophiles	667	138.9776454353136
GCF_003568565.1	6029077	Mesophiles	1601	265.5464509741707
GCF_000024125.1	3530383	Mesophiles	165	46.73713871837702
GCF_018454405.1	4215114	Mesophiles	719	170.57664395316473
GCF_000817955.1	3618700	Mesophiles	286	79.03390720424461
GCF_021398345.1	2475286	Mesophiles	255	103.01839868201088
GCF_030166595.1	3753708	Mesophiles	633	168.63325543702388
GCF_905319545.2	4096109	Mesophiles	733	178.95031601942233
GCF_016756075.1	5572808	Mesophiles	345	61.907749199326446
GCF_019704435.1	4190030	Mesophiles	736	175.65506690882881
GCF_014168895.1	6063301	Mesophiles	696	114.78895736827184
GCF_025561545.1	2702569	Mesophiles	217	80.2939721428019
GCF_029393235.1	3472761	Mesophiles	850	244.76202076676165
GCF_023498005.1	9862620	Mesophiles	1246	126.33559845152708
GCF_002173695.1	3988602	Mesophiles	712	178.50866042788928
GCF_019329745.1	2832623	Mesophiles	285	100.61345968030338
GCF_001020205.1	4142990	Mesophiles	923	222.78595893304112
GCF_030169085.1	4189350	Mesophiles	736	175.68357859811186
GCF_019329685.1	2726248	Mesophiles	279	102.338451967686
GCF_000512735.1	1521037	Hyperthermophiles	15	9.86169304231258
GCF_025309755.1	3751152	Mesophiles	605	161.28378695398106
GCF_019856615.1	3255499	Mesophiles	146	44.84719546834448
GCF_029714545.1	8851675	Mesophiles	913	103.14432014279784
GCF_000830925.1	1486678	Mesophiles	142	95.5149669262611
GCF_963676465.1	4441045	Mesophiles	541	121.81817567712103
GCF_019669905.1	5102400	Mesophiles	335	65.65537786139856
GCF_014395785.1	4488624	Mesophiles	402	89.55974035695571
GCF_027627495.1	4625068	Mesophiles	928	200.64569861459333
GCF_024918935.1	4418414	Mesophiles	705	159.55951615217586
GCF_036419755.1	2521397	Mesophiles	321	127.31037595428249
GCF_013267575.1	2255507	Mesophiles	362	160.4960658512698
GCF_001956655.1	2606667	Mesophiles	284	108.95139271721321
GCF_002950945.1	14557589	Mesophiles	1684	115.67849593775453
GCF_005221365.1	4957912	Mesophiles	419	84.51138301768971
GCF_020138675.1	2959045	Mesophiles	682	230.47976627594375
GCF_033947465.1	4612907	Mesophiles	576	124.86703070319865
GCF_000418535.1	5662088	Mesophiles	343	60.578359078841586
GCA_009873395.1	5114935	Mesophiles	1364	266.67005543569957
GCF_001890405.1	4212430	Mesophiles	740	175.67057494130466
GCF_019330225.1	2732705	Mesophiles	279	102.09664050821439
GCA_021398365.1	2506991	Mesophiles	269	107.2999464298037
GCA_028219255.1	3782284	Mesophiles	472	124.79232125350714
GCF_022982415.1	2833209	Psychrophiles	398	140.4767526857355
GCF_036184225.1	6864289	Mesophiles	1024	149.17786823952196
GCF_000233775.1	1999646	Thermophiles	188	94.01664094544735
GCF_000021685.1	2920744	Thermophiles	258	88.333657451663
GCF_030490185.1	5987996	Mesophiles	695	116.0655417939491
GCF_021560075.1	5630196	Mesophiles	451	80.10378324307004
GCF_000023465.1	5128187	Mesophiles	567	110.56539084865665
GCA_032229345.1	5327388	Mesophiles	475	89.16189322046752
GCF_000024805.1	9446314	Mesophiles	445	47.1083218279638
GCF_016804325.1	7279786	Mesophiles	1123	154.26277640578996
GCF_000231405.2	3176073	Mesophiles	338	106.42072773516226
GCF_001267405.1	2527564	Thermophiles	204	80.71012247365448
GCF_025142675.1	4204626	Mesophiles	301	71.58781779877687
GCF_028596025.1	6157393	Mesophiles	757	122.94164104841124
GCF_018972185.1	5023739	Mesophiles	403	80.21913558805504
GCF_001005905.1	2778379	Mesophiles	390	140.36961839979355
GCF_021391415.1	5070448	Mesophiles	669	131.9410040296242
GCF_000699525.1	4193640	Mesophiles	743	177.17305252716017
GCF_010669305.1	3334849	Mesophiles	338	101.35391437513363
GCF_020906395.1	4968036	Mesophiles	239	48.107541893818805
GCF_018324205.1	9897806	Mesophiles	1216	122.85550959475262
GCF_017161205.1	3729040	Mesophiles	641	171.89410679424196
GCF_021391495.1	8183622	Mesophiles	738	90.18011828992101
GCF_004103535.1	4215632	Mesophiles	738	175.06271894700487
GCF_020906075.1	4585946	Mesophiles	229	49.93517150005691
GCF_900187185.1	2764880	Mesophiles	176	63.655565521830965
GCA_001610955.1	3499317	Thermophiles	349	99.73374804283236
GCA_028541045.1	2791462	Mesophiles	516	184.84937283760266
GCF_003264795.1	1826824	Mesophiles	193	105.6478347120467
GCF_009936275.1	3430829	Thermophiles	212	61.79264545099741
GCF_026914305.1	2739610	Thermophiles	197	71.9080453057187
GCF_002285675.1	5638643	Mesophiles	345	61.184934034660465
GCF_000144645.1	2280035	Thermophiles	292	128.06820947924044
GCF_024638035.1	5610911	Mesophiles	792	141.15354886220794
GCF_002944995.1	2551965	Mesophiles	276	108.15195349465999
GCF_023278525.2	5346370	Mesophiles	323	60.414823515768646
GCF_002310795.1	4132618	Mesophiles	630	152.44573778655564
GCF_023278615.1	3560650	Thermophiles	380	106.72208725934871
GCF_018739605.1	5702814	Mesophiles	1568	274.9519798471421
GCF_023516415.1	5743905	Mesophiles	1519	264.4542345320823
GCF_001302565.1	3918424	Mesophiles	424	108.20676884380046
GCF_016755915.1	5445552	Mesophiles	331	60.78355325594173
GCF_023516435.1	4193897	Mesophiles	244	58.17977885484551
GCF_019329705.1	2726249	Mesophiles	279	102.33841442949635
GCF_004684285.1	1422358	Mesophiles	127	89.28835075276407
GCF_029906505.1	5178381	Mesophiles	393	75.89244592083897
GCF_002220285.1	5836971	Mesophiles	1582	271.03098507770557
GCA_002688645.1	4258149	Mesophiles	647	151.9439549907718
GCF_000021765.1	4574586	Mesophiles	394	86.12801245839515
GCF_017798265.1	5268816	Mesophiles	1344	255.08577259103373
GCA_001719185.1	4100094	Mesophiles	737	179.75197641810163
GCF_014489495.1	3007882	Mesophiles	92	30.586306244726355
GCF_003665295.1	4183830	Mesophiles	732	174.95930762005148
GCF_016904135.1	2524166	Mesophiles	273	108.15453500284846
GCF_000164905.1	1742932	Thermophiles	19	10.901171130026874
GCF_002240295.1	5089790	Mesophiles	615	120.83013248090786
GCF_000143685.1	4630065	Mesophiles	729	157.44919347784534
GCF_020138495.1	3604933	Mesophiles	928	257.42503397427913
GCA_030013945.1	2526144	Mesophiles	252	99.75678346127536
GCF_009755585.1	4109802	Mesophiles	698	169.8378656684677
GCA_020424345.1	1914387	Mesophiles	204	106.56152596105176
GCF_001951155.1	4007868	Mesophiles	299	74.60325539663482
GCA_000988565.1	11048835	Mesophiles	391	35.38834637316966
GCA_028541345.1	3367150	Mesophiles	632	187.69582584678437
GCF_002355295.1	6270417	Mesophiles	1203	191.85326908880222
GCF_014844515.1	3221290	Mesophiles	444	137.83297995523532
GCF_000015625.1	5848380	Mesophiles	1203	205.69798816082402
GCF_002243515.1	4516965	Mesophiles	590	130.6186786924406
GCF_020906335.1	4718209	Mesophiles	232	49.17120034318107
GCF_001703535.1	2614544	Mesophiles	281	107.47572043155517
GCF_000024845.1	3386737	Thermophiles	198	58.46335277879564
GCF_002240335.1	5087945	Mesophiles	615	120.87394812640467
GCF_001278905.1	5090052	Mesophiles	615	120.82391299735248
GCF_003074735.2	3839754	Mesophiles	501	130.47710868977543
GCF_018741625.1	6085753	Mesophiles	1658	272.43958142895383
GCA_036323575.1	3731243	Mesophiles	475	127.30342140675373
GCF_900095795.1	3717632	Thermophiles	130	34.96849607492081
GCF_018604125.1	6035238	Mesophiles	699	115.81979037115023
GCF_026013645.1	3867590	Mesophiles	447	115.57584956006195
GCF_000832865.1	6068729	Mesophiles	1608	264.96487155712504
GCF_001747445.1	4195418	Mesophiles	767	182.8184938902393
GCF_001887245.1	2667837	Mesophiles	102	38.233220395398966
GCF_001729945.1	2976077	Thermophiles	237	79.63503632466498
GCF_963677905.1	4831792	Mesophiles	254	52.56848804749873
GCF_000007645.1	2564615	Mesophiles	282	109.95802488872599
GCF_016026915.1	2626794	Mesophiles	311	118.39527576201255
GCF_023195755.1	3989211	Mesophiles	523	131.10361923698696
GCF_900070325.1	2609352	Thermophiles	231	88.52772642403171
GCF_001646605.1	4597202	Mesophiles	930	202.29696236971967
GCF_030166575.1	2482259	Thermophiles	458	184.50935216671587
GCF_035610385.1	5362120	Mesophiles	479	89.33033949258875
GCF_000522985.1	7479215	Mesophiles	754	100.81271898187175
GCF_016592575.1	2317141	Thermophiles	122	52.65109028755695
GCF_020906135.1	4882017	Mesophiles	235	48.13584221439622
GCF_001541905.1	4056281	Mesophiles	731	180.21433919395625
GCF_029537155.1	4140551	Mesophiles	738	178.23714766464656
GCF_019329565.1	2732707	Mesophiles	279	102.09656578623321
GCA_000332735.1	2560716	Mesophiles	301	117.54524906315265
GCF_000265405.1	4196595	Mesophiles	452	107.70636670920115
GCA_036670025.1	6231504	Mesophiles	905	145.2297872231166
GCA_023822145.1	2508895	Mesophiles	431	171.78877553664063
GCF_013378075.1	3669801	Mesophiles	167	45.50655471509218
GCF_001697225.1	3243537	Mesophiles	297	91.56670634557275
GCF_001886875.1	4639914	Mesophiles	997	214.87467224608042
GCF_001938665.1	4151325	Mesophiles	705	169.82529674260627
GCF_002009235.1	3495892	Mesophiles	640	183.0720170989264
GCF_002381285.1	4595280	Mesophiles	267	58.10309709092808
GCF_016605985.1	5787787	Mesophiles	1578	272.6430672034061
GCF_002148195.1	5435152	Mesophiles	329	60.531885768788065
GCF_000183405.1	2216552	Thermophiles	127	57.296196976204484
GCF_030931035.1	3647642	Mesophiles	189	51.81429537218839
GCF_004119555.1	4110403	Mesophiles	711	172.97573984837982
GCF_002173715.1	3988649	Mesophiles	712	178.5065569820759
GCF_022832915.1	2541647	Mesophiles	273	107.41066717762143
GCF_030534335.1	4373458	Mesophiles	298	68.13830154536754
GCF_001295365.1	3873116	Thermophiles	491	126.77131281376545
GCF_027595545.1	6149943	Mesophiles	627	101.95216443469477
GCF_028867705.1	2112804	Thermophiles	224	106.02024608056402
GCF_000828475.1	3424964	Mesophiles	138	40.29239431421761
GCF_029718665.1	6236239	Mesophiles	624	100.0603087854715
GCF_000007085.1	2689445	Thermophiles	284	105.59799512538832
GCA_000772205.1	3981674	Mesophiles	565	141.9001153786071
GCF_002192415.1	8542333	Mesophiles	784	91.77820625817327
GCF_009497655.1	5243446	Mesophiles	1336	254.79427079062128
GCF_024918995.1	4183844	Mesophiles	732	174.95872217032948
GCF_003076375.1	2826915	Mesophiles	258	91.2655668812115
GCF_002240315.1	5088626	Mesophiles	615	120.857771822885
GCF_004421005.1	5887622	Mesophiles	617	104.79612991459031
GCF_022494055.1	5674985	Mesophiles	690	121.58622445698094
GCF_002892205.1	4320988	Mesophiles	303	70.12285153302902
GCF_001641285.1	4227172	Mesophiles	499	118.04582354349432
GCF_002005305.1	6353406	Psychrophiles	736	115.84337597817611
GCF_003544855.1	2917098	Mesophiles	577	197.7993197348872
GCF_016925255.1	5604444	Mesophiles	687	122.58129441564587
GCF_034424215.1	5543186	Mesophiles	318	57.36773039908818
GCF_000952895.1	4233615	Mesophiles	747	176.44495307202
GCF_018323945.1	2263046	Mesophiles	148	65.39858226478826
GCF_009497935.1	4450636	Mesophiles	704	158.17963994359457
GCF_020138375.1	3341573	Mesophiles	803	240.30598762917944
GCF_024362345.1	3087453	Mesophiles	449	145.4273150069005
GCA_029762155.1	4022800	Mesophiles	700	174.008153524908
GCF_025999835.1	3599694	Thermophiles	525	145.84573022040206
GCF_027941875.1	3931353	Mesophiles	478	121.58663951062141
GCF_019693255.1	6749770	Mesophiles	505	74.81736414722279
GCF_905315015.2	4181988	Mesophiles	740	176.94933605739664
GCA_036830455.1	4720980	Mesophiles	658	139.3778410414787
GCF_001679725.1	4351229	Mesophiles	396	91.00877016585429
GCF_014784055.1	3800626	Mesophiles	588	154.7113554451293
GCF_029025685.1	2498118	Mesophiles	241	96.4726245917927
GCF_000025025.1	1413462	Mesophiles	118	83.48296593753493
GCF_018286635.1	4828758	Mesophiles	283	58.60720292878624
GCA_028540985.1	3193378	Mesophiles	598	187.26251636981277
GCF_014170655.1	6193023	Mesophiles	704	113.67630961486822
GCF_001902315.1	2745675	Mesophiles	464	168.99305271017144
GCF_003286435.2	7565189	Mesophiles	614	81.16122412804228
GCA_009914705.1	4279307	Mesophiles	790	184.60933043597947
GCF_003074855.2	3919095	Mesophiles	528	134.72498114998487
GCF_009739945.1	5315231	Mesophiles	1495	281.2671735245373
GCF_013636235.1	4981845	Mesophiles	477	95.74765975256155
GCF_016767175.1	2307997	Thermophiles	422	182.84252535856848
GCF_030520145.1	5297673	Mesophiles	1353	255.39515179589228
GCF_002804245.1	800407	Mesophiles	121	151.1730906901114
GCF_003991855.1	3906890	Mesophiles	359	91.88894491526509
GCF_030866745.1	2656862	Mesophiles	85	31.99262889830183
GCA_000832525.1	5697763	Mesophiles	1537	269.7549898091584
GCF_024181065.1	3360630	Mesophiles	604	179.72820572333163
GCF_016834475.1	2544994	Mesophiles	268	105.30476692675896
GCF_030644525.1	8124970	Mesophiles	1129	138.95435921609555
GCF_002850535.1	4280711	Mesophiles	582	135.9587227448898
GCF_022965735.1	4119347	Mesophiles	497	120.65019043066778
GCF_021441885.1	5935729	Mesophiles	973	163.9225780017922
GCF_010093005.1	6812698	Mesophiles	685	100.54753637986008
GCA_028540525.1	3412542	Mesophiles	639	187.25044263191486
GCF_024347115.1	4687428	Mesophiles	640	136.53543051754608
GCA_031677455.1	3609781	Thermophiles	467	129.37072913841587
GCF_000214845.1	2303227	Thermophiles	267	115.92430967507762
GCF_000831205.1	2699386	Psychrophiles	378	140.03184427866188
GCF_000213655.1	4972148	Mesophiles	502	100.9624009582981
GCF_025145645.1	4023197	Mesophiles	372	92.46377942715706
GCF_016653695.1	5311816	Mesophiles	927	174.51658717094116
GCF_003571725.1	2541629	Mesophiles	303	119.21488147955505
GCF_016806065.1	5141700	Mesophiles	433	84.21339245774743
GCF_036320555.1	4765196	Mesophiles	668	140.18311104097293
GCF_002966535.1	1876981	Mesophiles	216	115.07841581774136
GCF_004322755.1	7437157	Mesophiles	919	123.56872390888077
GCF_902385725.1	1594554	Mesophiles	144	90.30738375746446
GCA_036687335.1	2146300	Thermophiles	259	120.67278572426967
GCF_002993925.1	4376831	Mesophiles	712	162.67477542541624
GCF_024507895.1	4090548	Mesophiles	726	177.48233244054342
GCF_021560615.1	3984560	Mesophiles	616	154.5967434296384
GCA_000831005.1	4616532	Mesophiles	260	56.31933234731179
GCA_007182875.1	4480770	Mesophiles	346	77.21887086371315
GCF_001310225.1	3994770	Mesophiles	400	100.13092117944213
GCF_003589885.1	6800142	Thermophiles	909	133.673679167288
GCF_024204785.1	2761052	Mesophiles	287	103.94588729223499
GCF_034371605.1	4222525	Mesophiles	475	112.49193314426795
GCF_006741845.1	4295305	Mesophiles	751	174.84206593012604
GCF_024204905.1	2659990	Mesophiles	282	106.0154361482562
GCA_029762015.1	4069018	Mesophiles	698	171.54016030403403
GCF_002007905.1	1271604	Mesophiles	93	73.13597629450678
GCA_029762195.1	3976099	Mesophiles	691	173.788429312248
GCF_009930795.1	3352609	Mesophiles	220	65.62053612574564
GCF_007971525.1	7811413	Mesophiles	480	61.448549705411814
GCF_000829395.1	2400586	Mesophiles	260	108.30688840141532
GCF_000257545.3	7188564	Mesophiles	568	79.01439007846352
GCF_024453785.1	4020075	Mesophiles	578	143.77841209430173
GCF_000590815.1	3277545	Mesophiles	369	112.58426657757559
GCF_014844675.1	3261297	Mesophiles	464	142.27468396775885
GCF_000484505.2	4357704	Mesophiles	713	163.61827237462663
GCA_029536795.1	4032381	Mesophiles	711	176.3226242758311
GCA_029762275.1	4152667	Mesophiles	704	169.5296059135009
GCF_033126985.1	2694844	Thermophiles	158	58.6304810222781
GCF_000725365.1	3577082	Mesophiles	705	197.0880175517363
GCF_000217795.1	2322224	Thermophiles	171	73.636307264071
GCF_009763725.1	4781721	Mesophiles	671	140.3260457897899
GCF_018459925.1	4580814	Mesophiles	495	108.05939730362333
GCF_002216835.1	6418740	Mesophiles	646	100.6428052857726
GCF_000725385.1	4831185	Mesophiles	710	146.96187374319138
GCF_002224345.1	6047547	Mesophiles	1656	273.83003389638804
GCF_002892185.1	4248079	Mesophiles	298	70.14935456708785
GCF_003665355.1	4186799	Mesophiles	732	174.83523809000624
GCF_020138715.1	3333590	Mesophiles	823	246.8809901637574
GCF_019329245.1	2732705	Mesophiles	279	102.09664050821439
GCF_030053895.1	4702252	Mesophiles	485	103.14206894909077
GCA_003206515.1	4012018	Mesophiles	390	97.20793874803154
GCA_036871015.1	3669202	Mesophiles	613	167.06629942968524
GCF_001456065.2	4627894	Mesophiles	934	201.81966138377413
GCF_001442785.1	6391889	Mesophiles	1207	188.8330664065036
GCF_020906275.1	3610303	Mesophiles	130	36.00805804942134
GCF_001750105.1	3864326	Mesophiles	371	96.00639283538708
GCF_019974355.1	2424205	Thermophiles	285	117.56431489911125
GCA_016855545.1	2589533	Mesophiles	258	99.63186412376285
GCF_000758665.1	8156808	Mesophiles	560	68.65430692986766
GCF_023612315.1	4288724	Mesophiles	734	171.14647620131302
GCF_032922745.1	4632059	Mesophiles	251	54.18756540018165
GCF_000300235.2	4768950	Mesophiles	481	100.86077648119607
GCA_003410315.1	3468188	Mesophiles	639	184.2460673988838
GCF_000565195.1	1132608	Mesophiles	295	260.46081256710175
GCF_001750185.1	6221248	Mesophiles	662	106.40951783307787
GCF_023716805.1	3785324	Mesophiles	612	161.67704534671273
GCF_000826835.2	4227039	Mesophiles	271	64.11107160355039
GCF_023702635.1	3714182	Mesophiles	271	72.96357582907892
GCF_009730115.1	2242116	Mesophiles	344	153.42649532852002
GCF_027912355.1	4273859	Mesophiles	737	172.44368613938832
GCF_028994055.1	6014600	Mesophiles	492	81.80095101918664
GCF_013366565.2	5234630	Mesophiles	628	119.97027488093714
GCA_029952375.1	3655496	Thermophiles	530	144.98716453252857
GCF_025989775.1	3328167	Mesophiles	822	246.98279863961153
GCF_017948365.1	3804206	Mesophiles	661	173.75504901679878
GCF_019797925.1	5380608	Mesophiles	548	101.84722618707774
GCF_022569815.1	1723507	Mesophiles	412	239.04747703374574
GCF_000763575.1	2397824	Thermophiles	307	128.03274969305502
GCF_003431825.1	4123210	Mesophiles	281	68.15078543173887
GCF_001190945.1	5420910	Mesophiles	550	101.4589801343317
GCF_005843985.1	1685887	Thermophiles	108	64.06123304824108
GCF_023008425.1	6131470	Mesophiles	1665	271.54988934138146
GCF_021764685.1	3095541	Thermophiles	442	142.78602673975243
GCA_001941975.2	5015343	Mesophiles	702	139.97048656492686
GCF_001008165.2	3475106	Mesophiles	175	50.358176124699504
GCF_003006055.1	2826471	Mesophiles	245	86.6805284752612
GCF_015535655.1	4105857	Mesophiles	742	180.71744826963044
GCF_029542145.1	4100917	Mesophiles	740	180.4474462662863
GCF_029580895.1	3028001	Mesophiles	709	234.14787511628958
GCF_901446615.2	4819231	Mesophiles	509	105.61851050509925
GCF_000355675.1	3920328	Mesophiles	389	99.22639126113937
GCF_016756215.1	5888633	Mesophiles	353	59.9460010498192
GCA_029168355.1	4001640	Mesophiles	633	158.18514409092273
GCF_004101365.1	4206125	Mesophiles	777	184.73060120657374
GCF_026013905.1	3348564	Thermophiles	277	82.72202651644108
GCF_004331955.1	3539672	Mesophiles	229	64.69525989978733
GCF_036420115.1	2571232	Mesophiles	323	125.62071411681248
GCF_000178115.2	3008576	Mesophiles	369	122.64938628773214
GCF_019329325.1	2732693	Mesophiles	279	102.09708884239832
GCF_000055785.1	3696649	Mesophiles	464	125.51908498751166
GCF_030060695.1	4339325	Mesophiles	527	121.44746014645135
GCF_900086615.2	2854742	Mesophiles	311	108.94154357906949
GCF_000025305.1	2329769	Mesophiles	484	207.74591815755124
GCA_009884315.1	5463271	Mesophiles	1440	263.5783580935304
GCF_030296575.1	3516604	Mesophiles	466	132.51420973188905
GCF_900097105.1	3074078	Mesophiles	245	79.6986933968494
GCF_014083925.1	5010010	Mesophiles	654	130.53866159947785
GCF_024919115.1	6247065	Mesophiles	1692	270.847189840349
GCF_001611955.1	2560146	Mesophiles	258	100.77550264711466
GCF_001936395.1	3032078	Mesophiles	415	136.86982986585437
GCF_024347215.1	5213210	Mesophiles	573	109.91308617914873
GCF_002269175.1	4014255	Mesophiles	717	178.6134662596173
GCF_000214435.1	2892255	Thermophiles	298	103.033791972008
GCF_034479105.1	6096850	Mesophiles	844	138.4321411876625
GCF_013408885.1	4579303	Mesophiles	569	124.2547173663765
GCF_000750195.1	3824196	Mesophiles	538	140.6831658209987
GCF_020905815.1	5033931	Mesophiles	237	47.08050229532348
GCF_028743495.1	2700297	Mesophiles	257	95.17471596642888
GCF_026642255.1	7270431	Mesophiles	1630	224.1957870173034
GCF_020905755.1	4797625	Mesophiles	242	50.441624762252154
GCF_030264095.1	2471657	Mesophiles	243	98.31461242397307
GCF_000390265.1	1869612	Hyperthermophiles	113	60.44034805082552
GCF_028553745.1	4261722	Mesophiles	268	62.88537825789669
GCF_002085695.1	2470071	Mesophiles	249	100.8068189133025
GCF_006349735.2	5751928	Mesophiles	1559	271.0395540417057
GCF_023614275.1	10148230	Mesophiles	1184	116.67059181748935
GCF_002278075.1	8907716	Mesophiles	835	93.73895620381252
GCF_002346165.1	5694391	Mesophiles	1165	204.58728598018646
GCF_001761445.1	1374583	Mesophiles	109	79.2967758221948
GCF_033452345.1	5839438	Mesophiles	1594	272.9714743096853
GCF_016592435.1	3833046	Mesophiles	413	107.74720679063074
GCF_001310085.1	5413467	Mesophiles	605	111.75832419408856
GCA_900635945.1	5320817	Mesophiles	635	119.34257464596132
GCF_021183765.1	5489330	Mesophiles	337	61.39182741791804
GCF_022170785.1	4310313	Mesophiles	611	141.75304670449685
GCF_000963865.1	3274259	Mesophiles	228	69.63407598482588
GCF_020525585.1	5449678	Mesophiles	659	120.92457572722645
GCF_003990375.1	5571031	Mesophiles	648	116.31599249761848
GCF_001307805.1	3858284	Mesophiles	368	95.37918929762557
GCF_020905875.1	4921549	Mesophiles	237	48.15557053277332
GCF_000014785.1	3275944	Mesophiles	273	83.3347578591087
GCF_000185965.1	3419049	Mesophiles	471	137.75760452687283
GCF_020783375.1	4466844	Mesophiles	404	90.44417042547266
GCF_001889045.1	3019213	Mesophiles	473	156.6633424008177
GCF_001969345.1	4291376	Mesophiles	316	73.63605519534993
GCF_021398835.1	3745092	Mesophiles	595	158.87460174543108
GCA_029536815.1	4272877	Mesophiles	733	171.54718003818036
GCF_034376865.1	3959209	Mesophiles	236	59.60786611669149
GCF_029814915.1	6812477	Mesophiles	650	95.41316616555183
GCF_002346145.1	5725287	Mesophiles	1180	206.10320495723622
GCF_009866865.1	4209045	Mesophiles	719	170.8225975250918
GCF_004358345.1	5468749	Psychrophiles	447	81.737157803366
GCF_014161425.1	4758243	Mesophiles	892	187.46415431074033
GCF_000092825.1	3157527	Mesophiles	359	113.69657329929403
GCF_002277955.1	4810751	Thermophiles	375	77.95040732725514
GCF_024347815.1	6184109	Mesophiles	703	113.6784620064103
GCF_031598375.1	3184799	Mesophiles	178	55.890497328088834
GCF_023022945.1	4346570	Mesophiles	647	148.8530036327495
GCF_000010785.1	1743135	Thermophiles	19	10.899901614045957
GCF_030644225.1	2391311	Mesophiles	209	87.39975686976726
GCF_001685435.2	2776927	Mesophiles	300	108.03308837430728
GCA_037013335.1	2326904	Mesophiles	211	90.6784293636523
GCA_027474885.1	5704845	Mesophiles	552	96.75985938268262
GCF_000789275.1	4215619	Mesophiles	745	176.72375041482638
GCF_000196795.1	4152543	Mesophiles	779	187.59589003653906
GCF_019895115.1	9346321	Mesophiles	473	50.60814838266308
GCF_002116735.1	4630160	Mesophiles	261	56.369542305233516
GCF_012848855.1	3333914	Mesophiles	219	65.68855705336131
GCF_001750065.2	6330036	Mesophiles	385	60.82113908988827
